id,text,label
7957853208,"I hope I am NOT in pain AGAIN, to keep me awake, to catch up on House, Dollhouse, and the final third of Caprica.",1
14146282704,Just got back.. It's so hot out there!! Im sweating like mad!!,0
2232873403,Watching 16 and pregnant. This girl's mom is a twat.,0
4811157109,I just spend my lunch explaining to freshman (in detail) how to get pregnant. Lmfao.,0
17670501010,Getting ready going clubbing any one wanna come,0
14659908908,I gotta HeadAche that feels like I'm up against Mayweather with no gloves in the ring -__-,1
8215475813,sick N tired of dudes dat want nun but 1 ding..i aint gne let no dude take advantage ova me i culd careles lez bout popularity r soc. status,0
10474896608,My brother passed away last night at 61 from Leukemia. He was a robust man in every way. His spirit out grew his body. It was very sad.,1
24528602004,via @Alyssa_Milano @justchristinah is battling cancer with grace. She has a wish to reach 5k Twitter followers. #followanyday.,1
8984023809,@maarianiita Young pregnant friends :|,0
11144553206,"stayed up playing Wii MarioKart, in Sat class (sucky) eye's twitching from fatigue.",0
10065324211,Most people don\'t like dieting,1
5170230804,"Cases today: tonsillectomy with adenoidectomy, assist thyroid lobectomy",1
12102348808,By aligning our hearts with God through fasting we find ourselves consumed by His resplendent nature.,0
7391228805,"@kellydeal I'd opt for a tapeworm, Far easier to remove when you hit that goal weight. Unless you want muscletone from coughing.",0
17979595510,@smaldi hahaha you got braces?!,0
3378456402,"colorless words are burning our heels as the brightlights
of the cityfade, takng the chase to curb our fear as bloodless moon
casts its face",0
8861430814,"Just woke up. NO SCHOOL! Buttt, I have ANOTHER FREAKING EYE INFECTION. UGH.",1
6078172212,@Maab yes? He did a show while on an exercise bike the whole time. Switched to recorded beauty and the geek!,0
11176200809,"I've heard of CondomDepot.com, but i'm looking to start up CondomOutlet.com. Because I'm tired of paying retail for condoms. :)",0
13131755607,"Somebody needs to write a song ... a really good one!!! THe people need to know what this is all about. Autism, MS, ALS, Parkinsons, XMRV..",0
25579785502,Anger is a loaded weapon. Be careful where you point it &gt; It's the Thought That Counts,0
25394294601,Ip4 I love y lots *stroke stroke *,0
9315300905,@JeffreeStar you're sick dude..who the hell dyes their dogs?,0
5269719807,thank you both! my twitter ears were burning!  :)      @NatashaNDavis  @glynnesoaps,0
26157041208,Fuck I'm burning,0
13494759814,Ugly headache. Non stop sneezing. Gotta do proper packing. ETD at 7 am. Screw me. You give me a reason to smile -still. #muach :),1
17111882800,@cruelladeviille lol I bet you he aint never had braces either,0
21110573201,So bored and not a blink of tiredness....,0
9088986905,@kandykiss03 ★★lol 4 what?....u sick★★,0
19052496801,Anybody want to have insomnia with me? Cool! :) lol,0
6443046005,i have a headache and it hurts like a motherrrrr.,1
13402013910,Feel like crap... I think KS is getting ready to make its bid for freedom... Fun... More pain meds and more out of it time... Not fun...,1
14999422904,"So what, should obesity be hidden away?& shouldn't Bayliss have known what kind of artist he was taking on before the event?...",1
9442626007,Sick of Sharron. Just leave if your injured.,0
8505483503,Damn kids got me sick!-(,1
13756060312,A Trip to the Dentist  - By Yin Pain,1
10494974501,Writing a treatment.....,1
14559813410,"Today we choose holiness over indulgence, adoration over apathy, reliance over self-sufficiency, and interdependance over isolation.",0
9510757901,@Twaeki in soooo much pain,1
6080005511,@YoungQ You as well...have fun TG home hopping...I am working to save a life.....very sick young man!!! Lots of love and good vibes sent 2 U,1
26509632907,"My dad just told me. He needs his muscles back. & says ""do they make botox or viagra that will make my arms big like they used 2 be?"" Smh!!!",1
3173714101,between the g1 and the desktop also smoking the sleeper,0
17331383304,@valarie222 would be nice if they let pregnant women thru.:-),1
26741964304,Shoulder hurts even worse this morning anyone got a sling I can borrow?,1
21473315800,Why me! Tired of being sick al the fuckin time,1
5164076508,@StephanieWatson I hear that. Isn't life awesome?! I love my kids no matter how much of a pain I've taught them to be. so many laughs lol,0
15733161,done with taxes 4 2night - COGS done - DIZ travel receipts sorted (I went too many times),0
5692689703,"@lsutigerchick25 yup, me and my mom just bought this exercise program w/ 10 diff dvds and its suposed to be rly good, u do it 6 days a week",1
13679958208,"My mother is dead, and my family treats me like I killed her.  (She died of liver cancer.)

May you have a better day than I am.",0
7274664111,"@JustinBieber would you date a girl with braces ?
:)",1
25726483701,"Just wanna thank the man-lady who told me to stop smoking, in my own car.  Redneck twat....",1
13206667903,"@kirstiealley Saw you on the cover of Star with the caption ""Weightloss surgery?"" Not sure what it said inside. It's called HARD WORK PEOPLE",1
5222703208,"@DAC1M Haha, yes! Thank you for asking! A little bruised but I can walk w/o limping!",1
9176917210,At home with man flu. It's really bad,1
5696274908,Surgery went went well but anesthesia kicked my but!,1
2213208403,"...O pain, im sweating and the room is getting smaller. Jesus! how does the swellin hurt more on the way down, then up smh",1
5537937212,Finishing Up my Political Science paper which is based on Abortion and euality,0
6295976409,Can't shut my brain off tomorrow starts my weekend and I'm not sick anymore *squeal*,0
7663141400,sometimes i lived under pressure from my desire,0
7746460810,bald is bad hahaha,0
18709423102,Someone make my stomache feel better!!!,1
15831042309,"#moviequote ""if I was u, I'd be lookin fo da pimples on her booty""",0
13734560906,"She kidnapped a pregnant woman and tried to cut the baby out of her tummy, killing the baby...cont",0
13772325804,Major HEADACHE,1
3662372107,"Sitting at home, listening to Placebo and watching my work e-mails to make sure nothing breaks!",0
13377802611,@MrsOrganized @organizesteve0  Watering bills are a big pain in the butt too #organizeNHS,0
17200062512,"randomly got a headache, hmm have i eaten all day",1
6135792613,"Uprising, Resistance, Starlight, New Born, Supermassive Black Hole, Plug In Baby, Undisclosed Desires, Hysteria y Knights of Cydonia.",0
3881340103,Loves Obama's new plan and sick of haters that have no other plan just want to hate!!,0
9245050810,Caffeine is failing me.  I feel a crash coming.,0
15905287301,@destyinnovator ooooooooohhh COLLABORATION =D lol we can get T-Pain to do da beat lol,0
23069907400,"@CrippleCreekBBQ plus, you're probably a natural! But eye surgery sounds might stressful, doesn't it!?",1
4528249609,"Life will bring you pain all by itself, your responsibility is to create joy.",0
11347519606,"Get free hand and foot massage only Today! On Fun Fitness Fair ""party on the beach"" Celebrity Fitness Tunjungan Plaza ..",0
5711562313,"I am in so much pain, but ST comes out in three days...getting it in between my classes. I so can't wait for Tuesday.",1
23271239106,I have a severe sharp pain in my side,1
10814842205,The signs went up at the ACRF Drug Discovery Centre for Childhood Cancer this wk! Thx @cancer_research @Cancer_CEO - let the research begin!,0
17381388101,"@Chumplet That's pretty much what I'm doing. Patience may be the only cure. I can hope, anyway. He doesn't seem to be in a lot of pain.",1
22870248901,"A million little pieces is one of my Fav books, ve read it almost 3rice..alcoholic and drug abuser and how he copes with rehabilitation",0
14566622812,"@504TripleC is going bald, I'm getting blinded by the glare off the back of his head.",0
2301080103,How come drugs not covered by insurance and plastic surgery are actually fairly reasonable?  Answer: gov't/medicare does not get involved.,1
6253721002,"starting to despair of ever finding cute, wearable boots. the last time I was thwarted in shoe shopping I ended up buying webspace.",0
18095999209,"#아침의묵상 #김진홍 #2010 #0709 #No Pain, No Gain",1
15274848801,ow ow ow severe pain due to retardation!!!,1
24756861908,"@JASaare It could be viral infection. Or just irritated? If it gets inflamed, I'd call the doctor.",1
24038904301,@BenGoode in my experience you're almost certainly pregnant. #reasonsnotadoctor,1
9254685909,Anyone know how to give good a shoulder massage? Damn they're killing me,1
2825652412,Omg just saw this young pregnant girl in a tight mini dress,0
7945743505,@NickJsSexyVoice awhhh. i sowwy. im still sick. whichn sucksssss and we need to talk more yoooo! xD,1
15797736806,"I miss seeing @WoodDro59's beautiful, loving & caring self on my timeline. One these days I'll give him a BOMB massage after practice lol",0
9369347502,"@curlingdude Damn man, I feel your E 74 pain.",0
9130365412,I know why Im still sick. Bc I forgot to throw out the trash before new years!,1
10588638304,Teabggers anti healthcare rally has light attendance due to high illness rate because they can't afford to see a doctor,0
14588123712,#musicmonday JPOP Olivia - A little pain,0
12050443411,@Irenekavourias: whos seeing the doctor? Everyone ok?,0
27423714976,Tweet more! I need entertainment in my sick state,1
11441905012,"CABLE BAY:

Temp: 16.9°C Wind:0.2mph Pressure: 1023.3hpa Rising slowly Rain Today 0.0mm.  
Forecast: Fine weather",0
12967427713,"@cardboardspine lmaoooooooooo it's okay srsly! the doctor dood just stands there explaining it, it's like a powerpoint",0
20603686900,Bieber Fever? Try Bieber stage three brain cancer.,0
19871292400,I have a monstrous headache right now...hoping nobody bothers me!!,1
23179030502,@MrFrankNittyLBC I'm smiling right now like when swizz found out alicia keys was pregnant,0
3226794308,It's Monday and I have a headache.  Tweet!,1
24597941209,Health class makes me sick.,0
24284524204,finally unpacking from #burningman & cleaning my room.  After I get to Jeju and massage :-),0
24843856607,Nnnnoooo !!! My hold have begun and I woke up with a flu smothering ugh!!!,1
14773431906,ah its such a headache applying for jobs!,0
15258956308,@lizziesorensen Pain relief meds are your friend. I was hesitant but my SIL is a pediactric nurse and says to dose as required.,1
12719582500,@CDN_Boxer_Girl We got a reminder a few years back about not burning candles after my co-worker lit some files on fire LOL,0
17972428605,im exhausted!  im in need of a good massage =\,1
5886403906,How the heck did I pull a back muscle SNEEZING?! Haha!,1
15881510613,@itsmattdrew mhm.. Cool.. It was okaii till this stupid pain came :),1
8856800710,Im up twitches! waz goin on out here in tha world? somebody let me kno somethin!,0
17838087113,"Loved Raw tonight, awesome ending. It's about time they let Cena take out some aggression. I'm sick of seeing those flops taking control.",0
4796429413,Yawning already at 11am.. Not a good sign !,0
15190694008,@Martina_Nicole good & hot tub didn't happen lol brays sick!,0
13720413811,"My 2yo's tonsils & adenoids are out tomorrow. Buh bye, Strep Throat.  Buh bye Amoxicillin. (But imma miss the Darth Vader impersonation.)",1
14464347100,Viagra swagger fuck all y'all shit,0
5762326500,"@sarah_albionmag support world AIDS day, get your twibbon!!",0
16339939402,"To be fair, Jon says it's because I'm addicted to pain meds. I disagree.",1
10379284108,#FollowFriday #FF @drmani This kind heart surgeon funds kids' heart surgery with his Internet #marketing,1
11463536409,@TeamMinaj_PCola lolz. yes dat tingling part got me too. like @NICKIMINAJ is like the sexi-fied person dat made dat happen. herr lips are...,0
4779405301,Ronald Macdonald's face pops whenever Ronald Reagan is mentioned!  #dementia #quote,0
17165688806,Yeah I can finally breath out of both nostrils at the same time and my head doesn't feel like its going to explode from sinus pressure.,1
25099930402,". . .to support ""abstinence only"" in Alaska, yet she paraded her pregnant daughter Bristol, & Bristol's boyfriend, up & down the stage. . .",0
6450712208,Damn Got A Killa Headache,1
9022717407,@matt_fletch Yep. Prescription pain killers through the mail.,1
15235667600,Can't sleep... I feel super sick :(,1
4948508908,@shine365 morphine? Ur not human.,0
2814694208,"Ohhh iKnow..... This right here is my 5,000th tweet twitches lol number 5,000",0
18716647402,I've had a headache in my face for 2 days...,1
8900727214,Is worried about losing power. Lines outside window swaying in the wind....,0
16529468606,London friends: 3 sets of the Social Mania game cards arrived at the Premier Inn a week after I left town. Anyone want to salvage them? #wdx,0
11513501412,I KNOW YOU HAVE BIEBER FEVER SO GO FOLLOW @BieberFeverfied ! &lt;3,0
5127869308,@denimgirl My 2nd visit with Dr. Julie Henry. She is great and Brandons eczema is already clearing a bit. He slept without scratching:))),1
24093855301,@ChrisLicht @JoeNBC AAJ News Pakistan: Kazai calls planned Koran burning an 'insult to the people.',0
14751876703,"TheMarcus is releasing their debut 12-track album called Out of Despair in June, more details to come \m/",0
27036351107,"Abortion is such a touchy topic to talk about in class and although i kno i should disagree with it, sometimes i wonder...",0
8139027802,"lol so the security chick cool ... didn't like her smoking around me, but she cool...",0
16617436912,@Psyke_SG Migraine.,1
6775256404,@joanwalsh  so any bill is better then none?  And we have not heard on Nelson's abortion demands?,0
5081972510,#thinkingofyougaga her dad just had open heart surgery...,1
8689660902,I like eating pie when it is 18°C with a Humidity of 94%. Wind is from ENE at 7 km/h. Pressure is 1027hPa and it is Scattered Clouds,0
14101618501,@IAmMikeWise insomnia? LOL morning!,1
19075894103,"08:23... Temp 76.5°F (Rising), Wind 0.0mph, Pressure 30.05"" (Rising slowly), Precip today 0.00"". Current outlook is Settled fine.",0
26412517604,@AcantrellB  OH you are SO sweet how did U remember my eye surgery was 2 morrow?,1
7196944202,"@serious_skeptic I agree,.  I feel bad for folks who depend on air travel for business.  It must be a real pain in the butt",0
10602398604,"@thebaghag Get that massage, my dear. Ur off-kilter as it is. Do it for yourself ok? Then u can face the day better :)",0
24138899607,"Me: ""Mom.. I think I can't go to school today, I'm sick."" Mom: ""So what kind of illness it is?"" Me:Bieber Fever :)",0
2869383302,Pippin had his metal splint taken off his leg this morning. Picking him up from the vets this afternoon. Hope his leg will be as good as new,1
7088993306,"Afternoon, damn this was a long night and I just woke up with headache, my head feels really heavy..",1
15429687114,@amandafortier u know though im sick of guys going out always based on what they see and expect. im not your normal girl. its aggrivating,0
16864727305,Fml. I can't sleep... My whole mind is beast hippo ride and their dinner at the restaurant and the very pain hi 5 --;!!!,0
16300119600,Damn roses and allergies. What a dramatic scene. &lt;3 Antagonist is slowly coming in the story. Boo.,1
3595401301,at some weak-ass after weakness of roxy. so thankful were not surf types.,0
16162420009,got a 'Doctor Who' birthday card from @heyyitshayley all the way in England! Day made!,0
20547370602,"months of suffering, #Hani Shaker's daughter, has been declared cured and free of cancer #Hani, his wife and daughter  be returning to Cairo",0
7574953211,@JazzzzAH lol I feel your pain about that.... they say I have an extended back lol,0
4781119802,@alantoo yup will write once the hail mania finishes,0
5161890502,"BLAH i am so sick right now,, trying to get bettter by buckleys and tea, but it does not seem to be working ahhh",1
15270689211,Can't see the dentist until tomorrow.. Lord help me deal w/this pain. I swear to heaven I nvr felt like this b4 in all my 2_ yrs!,1
4731808100,Fairview Park OH @ 7:00am on 10/9/09 Temperature 52.5° Humidity 94% Daily Rain 0.14in Pressure 29.78in (Steady) UV 0.0 #weather #wdisplay,0
5103569811,Then wonder why they get sick of each other and fight all the time or get bored after a few months!!,0
12053239113,@katiefuhrman literally passed out while emailing you. Sick! Hahaha,1
10501494212,@_TiFFeRs_ take some aspirin,1
11270117500,@cameronschimmel was it a certain bald kid that I am friends with?,0
16267362502,Smoking a Paul Garmirian Gourmet Series maduro.,0
11987453211,@MenaKez    I want a baby!!! :-o -----&gt; what kinda cheap crack u been smoking?!,0
4752447110,"is sick and only thing that sounds good is a milkshake.where can i get a dairy, soy, sugar and gluten free shake in carlsbad? damn allergies",1
2896663712,El Rodeo food coma.,0
7157072706,Tocando agora na Web Black: Fire Burning (Remix) - SEAN KINGSTON feat. PITBULL,0
12585065607,i will b on a sick leave tomorrow. time for me to rest... but i still have 6 DVDs that i havent watched yet.. mmmh,1
3760218310,Good news everything is ok my surgery was a success next appointment next year!,1
13912654413,TrenTop BOtak KERen: means Bald is cool. Pitbull just held a concert last night in Indonesia. Pitbull personnel is bald.,0
5221843108,"@minteluxe @esaevian @writingvixen  The rash has spread now.  It's not only on my butt, but also on my legs.  Sending pics stat.  leprocy!",1
24936978704,"Come down to joe a d stans they have twins tics, buffet 4 $7, drink spec. And see a guy win 5k. Although its not me.",0
10512680702,Toothache today - not a happy Tog !,1
5263183603,so sick of waiting for repairmen every day for the past 10 days.,0
5074003808,"Lake Oswego's Kevin Love had surgery on his broken left hand, he's expected to miss six to eight weeks, T-Wolves say.",1
20893423402,Worst tension headache in a long while :(,1
20824992901,Valerie Natress~ There is nothing worse than falling prey To someone elses confusion.,0
17898735801,Last set of the last Exercise! #FinishStrong,0
2944093513,My Camry is a little sluggish from the increase in elevation,0
16266013011,"OMG setting up DKIM, DomainKeys, and SPF is a pain in the butt. #oxfordcomma",0
6671716704,"I appreciate all the work @drew does re. cancer.  Awareness needs to be raised for kidney disease and its treatment, as well.",1
7118880804,@uniPORNbish I don't condone that shit cause them niggas/bitches that do shit like that is sick.,0
9215757710,i have a headache. :(,1
10904303302,@humandynamo247 steroids.,0
26421016300,every journey into delafield is a shot of steroids to my confidence. seriously.,0
15797462007,@20sTravel So your neck of the woods must have Stephen Strasburg fever today?,0
12728524400,"""I'm dangerously close to a caffeine OD."" #EDfor22

Doomsday",1
20196259103,#thingsthatbotherme---&gt; my damn allergies! #FML,1
9191874011,@mcmurrak the interface of tweetie 2 and Twitter doesn't support both with out much pain :(,0
8391301203,@TheFrickPgh Do more than dinner on V-Day. Call 412.782.3888 or visit esspa.com + say Tweet = $50 Off a Romantic Dinner Duet Massage Pkg.,0
4301529001,So when does it stop hurting for good? This can't be a permanent pain. Geez.,1
4409924311,"When we long for life without difficulties, remind us that oaks grow strong in contrary winds and diamonds are made under pressure”",0
8430365403,bad mood.  i wish someone took me driving so i can finally get mylicense.  cabin fever is kicking in big time and im having crying outbursts,0
5294501509,"@nobadads Yeah sorry bout that. I was burning the midnight oil & missed the typo. Once I noticed, I'd run out of nametag paper. Oops. #smbtv",0
10958369414,If Portia wasnt pregnant i thnk she wud Hop on NATALIE ASS !,0
18214074114,I'm about sick of this whole internet scene to be quite honest.,0
13712142909,"“You will not be punished for your anger, you will be punished by your anger.”. -",0
5788130900,"dear brittney sucked and fucked... please stop following me i am sick of blocking you, many thanks.",0
2646761004,@mikecantype cheers! Aside from a random coughing up a lung incident I've been ok.. the 20+ files and emails I had to catch up on though..,1
10882168905,"I havee anothr headache. Watevr i try, it doesnt help",1
22831423005,first she dead seriously just asked me if i was pregnant after looking at my stomach as i walk in the house. LOL how insulting can you be?,0
23233357904,"If you crumble under pressure and give in when faced with temptations,tribulations and trials there wasn't much to you anyway! #ouchtweet",0
6342923510,Your mom is SO fat... I think some light exercise and a low carb diet would work wonders for her #crapyourmumjokes,1
26703270008,"I like both Seinfeld and the Wu Tang Clan, now what Chris Rock? I like Gimore Girls too, bring the pain bitch.",0
13769350004,"im in alot of pain lol. people like you act like your high and mighty, your not. your a piece of trash. and im better than you =]",0
2417166304,"@danadearmond Omg.  Okay yes.  Go with that.  And now with your braces, you are Parker Posey in ""Best in Show"".",0
24211851603,"I hate being sick. I get all bitchy. To top it all off, I hear disheartening news, but I am optimistic in the result :)",1
8515077604,Y would anybody wanna b in love when it ends in nothin but pain. Love is for suckers.,0
3764405204,its an *nsync day while i run errands. :) and at least im not as sick as i was this am.,1
27186340228,I KEEP SNEEZING #Dammit,1
7184762206,sick && tired of tryna save the world; i jus wanna spend my time being your girl.,0
7724744813,LMFAO WHATT? Why isn't Heidi Montag a trending topic but Haiti is? She's my good friend and is suffering from addiction to plastic surgery.,0
11160165007,"i feel sick, metaphorically",1
2082300602,Just set up my Tweetdeck....trying to get used to it! Being sick doesn't help :(,0
6214120601,@DarenBBC sorry to hear about you losing your mobile. What a pain. Hope you get it sorted soon. Must be deals out there 4 Christmas..,0
7721644308,"Well, still tired as all get out, but the caffeine did it's job and aborted  my cluster. Whew!",1
8141515101,"omg I ship this like burning already, it's ridiculous.",0
16924327610,@ronnopwasky03 I'm bored and in pain!!! I wanna be poolside,1
7518461808,I hate been sick,1
15847762514,I can't stop yawning,0
22917047901,"On the #atrain back to Brooklyn, standing near someone with stinkass flatulence. Glad to switch to #ftrain & homeward. #hellisotherpeople",0
19286100201,I hate when people say Bieber Fever. It sounds like an STD.,0
19543324503,I cant stop coughing!!!! dlskbvlifabvfdikvfdb -____-,1
15479381004,Me twitter heeft aids,0
6478091311,@Imacrazymom I almost snagged a pair from the doctor yesterday.,0
16622006002,sick sick,1
5515841801,Born from pain hitting the UK early 2010,0
5546254410,Why are all of the Tennis Stars Hating on Andre Agasi for taking a lil Crystal Meth? Its not like it gave him an advantage like Steroids?,0
10643265414,"@diva_Luscious same here, but yeah those two soothen the pain",0
14304208809,Okay - I think my fever's spiking again.  I'm gonna lay back down .  I hate being sick!!!,1
16179707401,Drake be having the most awkward facial expressions and hand gestures.,0
6801760101,@BodegaSkeemz @Peeko360 how about the club districts (crazy donkey now) riots or club insomnia brawls lol,0
5172839500,"@SC_Tambland Yeah, a whimper to put them out of their pain.",0
24831434201,@TIKI_NELSON // damn Riggins you needs to relieve that pressure,0
15150991606,"Nursing some freakish mosquito bites and soothing wakeboard-induced muscle aches, post lake-fest.",1
13858630309,"everyone is saying ""i want braces like u"" ...NO U DONT!",0
2387122504,Stomach flu x2 at my house,1
12975934610,when the FEVER for sale in Argentina?????,0
12860053510,"Home again... But I feel like I'm getting sick. Time for a multi-vitamin and early bedtime! Great day, lots of inspiration.",1
16458708511,am sitting watching ruby chucklin away with hiccups in her nannys chair :),1
22637852003,"My Mum is actually rimming this tub of Humous, WHILST trying to talk to me. She makes me feel sick.",0
5867836911,I am so stressed recently. it's probably what's causing my bouts of insomnia. T_T so tired,1
13422222301,"I think I may actually be sick--I woke up sweaty as if I were feverish, and nauseated, and cold",1
19030819202,#youcanthollaif u a cancer. too damn emotional for my #aries ass aha,0
23264951803,App anxiety is almost as bad as maybe getting fired anxiety.,1
17518760614,"I'm really sick and I am completely confident that
I need a real doctor ...",1
11198067111,They locked  Kenny up in a Viagra Factory with Victoria&#39;s Secret! YOU BASTARDS!!!,0
26660965507,ㅋㄷㅋㄷ yawning~~~,0
10061462600,FRACTURES!! T_T,1
24725810902,The sinus pressure just might make my brain pop out of my head. #Ineeddrugs NOW!,1
10577564605,I'm so fucking over-heated. I'm never this hot in winter. I even had a fever yesterday. I rarely get fevers. Not good. =/,1
11389356710,"@CVanOost yeah, technology is a real pain in the bum lol glad ur well tho *hugs* :)",0
20369870601,Is sick of this rain,0
12038611907,I'm also glad my eyes are burning. Oh yeah. Life is good.,1
27469735031,just got my flu shot...*dun dun dun* (the noise) lol,1
11639148809,@Gem_20 haha yeah it was the one you where thinking of the herpes ad was just on ha,0
3697505306,"i think im getting sick, why i oughta!!! i never ever ever EVER get sick so when i do its for a looong time. Maybe its just a cold :)",1
12244363111,"Getting my free caffeine on @starbucks, brought my own travel mug.",0
6311261106,home sick listening to my world by @justinbieber,1
26598149703,@lovelynaz u know this whole social network thing got ppl catching amnesia. All of a sudden they dont know who is who or what is what #OhArd,0
12083607804,gettin a headache,1
13766253408,headache. ough !,1
932208690,My friend Becky needs your help. She's running in the &quot;Race for the Cure.&quot; http://mitchpowell.com/ - Can you help? Please?,1
3594733114,"""i ain't talkin about the flu but I stay iLL""...word...@FreshMen101 ]",1
10138059206,@midohyo yeah we had a legit 3 course meal.  so epic! such delicious narcolepsy T_T,0
7847922806,"dear @DFTBArecords stop having TV themed bands (doctor who, lost) because then i investigate and find i really like the shows, lol",0
6037352705,home. headache. bed. zZzZzZz.,1
24033050109,Miss Doctor 4*4 its gonna be a war in da club,0
11117123704,1 yr old running a fever - bad timing buddy.  The antibacterial runneth over.,1
9377975912,#nowplaying muse - hysteria,0
14399568801,Losing your virginity is awesome. Espeacially when your the one to get condoms n junk for them haaa.,0
15677727001,"@rustysurette Sorry, not impressed by M.E. story. You do good work. But on this one, you've got an atty and decade-old accusations, no guilt",0
4763471006,i forgot what i was gonna say Thanks ADHD,0
17991316210,Sick of you telling me still love me when i know you just want someone when you break up with him. If this is how you want it leave me t ...,0
5015825411,@Orbeeque Thanks for asking! Really enjoyed it! My wife even came along even though she's sick of my jokes! @thestagedublin is a great venue,0
8301959312,My ears hurt..i think im getting an ear infection :/,1
24912771605,"AT 3:44pm: 17.0°C, Humidity 70%, Wind E 15km/h, Pressure 1019.4hPa. SO FAR: Min 11.7°C, Max 18.1°C, Rain nil. F'CAST: @weather_sydney",0
6683347014,"Jus got this bomb advance therapy lotion , which ladie wants a massage",0
23263618608,"#adhd is the worst when you need to study,I can't focus AT ALL",0
24419814304,i feel like my kindness is often taken for weakness,0
9605016509,@MisfitRoche Dude at a viagra company!,0
24121400707,@deeraww hell yeah ! Shits so sick . That beat just is amazing. The vocal be puts with it is beast.,0
3749621600,#youknoufrombrooklyn when u n ur moms pregnant at the same time!!!! Smh,0
22399445704,@danielledowell most ppl do tho....dont despair. you at church tom?,0
6415555100,"Chest infection not making a resurgence, but I do have a virus. Who wants to swap immune systems? (not you, @salmissra!)",1
22876893405,""" Someone may egg you on, or treat you unkindly, or do things that will really get your ire up, but you must maintain an aura of serenity""",0
9241287301,Taking my fever out for a walk.,1
11811769302,Bella has fever :-(,1
26208343508,"Ahh. So here's the congestion. Officially sick. Last time, strep throat. This time, cold, and that's all for illnesses so far in 2010.",1
5819250008,Ahhhhhhhhhhhhhhhhhhhh~ @cherlyncherry should eat slower! Then the pressure won't come :X,1
2876555800,@BearTwinsMom My fav functioning combo was 1/2 pain med & one Tylenol. I would get some relief but not too loopy or sleepy.,1
22758336206,"Def not a coincidence that today, being a high pain day, is the day we spend studying my least fave position, downward facing dog.ugh growth",1
2861754207,"@redeyechicago What happens in ""The Hangover"" stays in the theater. Except herpes, that stuff will come home with you!",0
5647134101,& all I got was a pemanent heartbreak. (: wrapped in confusion were you only using me to try & get her back?,0
5358899512,"DJ Hero is pretty sick. Who knew that mixing together ""Ice Ice Baby"" and ""Can't Touch This"" would work so well? It's like chocolate and PB",0
9904061514,Sittin somewhere in Berkeley smoking and drinkn,0
4809982901,"@PamSchmitt green are the best fat burning foods you can eat etc. spinach, broccoli and berries great source of antioxidants!",1
27173378999,"@ruskoofficial rusko, give a shout out to ma man @ConorWilsonnn he is goin in to hospital tomorrow for groin surgery, will make his year :)",1
3753132309,@AnnieSapphireX It's just a headache. Relax. Advil takes a while.,1
